Gene_ID/FPKM	1NSC-wt	2NSC-het	3NSC-ko	4NSC-ko	5NSC-wt
Pmf1	83.9509	66.8179	28.5519	42.4511	71.9138
Hyls1	14.7551	8.45663	4.60829	6.87796	9.19108
Tet1	2.90461	2.15198	1.48837	1.26301	2.03441
Lrrc7	1.21912	1.31761	0.518104	0.815674	1.25879
Lfng	72.5689	69.8818	25.0724	54.6974	77.1699
Elovl6	49.5752	32.2547	21.3843	23.625	35.756
Ect2	31.4643	18.8835	11.3082	15.1862	24.0782
Usp1	47.6107	31.3791	17.2818	23.3824	38.3421
Chd7	10.1605	7.89415	4.64992	4.95924	7.87795
Cenph	23.2729	15.4522	8.05696	11.6695	18.0039
Ncapd3	14.7771	9.31332	6.16604	7.61443	12.371
Miip	18.5233	11.6299	6.11015	9.85364	13.9985
Lbr	22.0926	15.1919	7.83877	11.4126	17.8626
Abhd15	1.46171	1.6132	0.866904	1.03976	1.70514
Mfng	1.61142	1.12962	0.388371	0.704299	0.751121
Rpf1	47.2522	28.4127	15.1354	23.9698	31.6238
Anln	26.3711	17.257	9.58864	13.0765	19.6657
Hist1h4d	1.88115	1.16938	0.879424	1.12453	2.06067
Rrm1	117.537	77.0689	44.2274	62.3771	100.188
Cdon	4.79149	4.40801	2.31006	2.96061	2.48628
Gdf10	0.0319842	1.27296	0.564872	0.171713	0.235945
Gm15545	1.44073	1.65441	0.969438	0.987338	1.57023
Nup85	55.8886	44.9021	24.1957	32.1487	51.3812
Tle6	26.9961	25.1264	9.58894	13.6392	27.0896
Lsm2	71.1651	57.0927	25.8464	40.7464	67.0979
Cenpu	5.8445	4.58016	1.93773	3.35082	4.20812
Gm5643	223.2232	123.7426	70.9889	94.7622	106.6401
Col28a1	2.01447	6.67097	3.84304	0.747029	0.985573
Creb5	3.10383	2.15718	1.10075	1.62373	2.50588
Atm	6.59499	5.00424	3.34984	3.49574	6.36218
Rad51	22.4709	15.961	8.07288	11.6354	19.4573
Wdr55	28.9679	22.1506	11.8091	16.7671	25.7267
Pcnt	5.41706	5.13388	2.83663	3.33964	4.90668
Sass6	5.14974	3.15546	1.82282	2.45113	3.64463
Ccnb2	69.6023	48.3309	23.1203	34.0688	53.2761
Snhg3	36.7964	18.1574	12.8386	20.1289	28.2867
Pipox	20.8871	14.1952	5.58641	9.4934	17.8102
Cep128	5.44204	3.46413	2.03016	2.82266	3.79021
Nuf2	51.2133	33.3321	18.3574	25.8625	39.9327
Hist1h3g	0.5247	1.10452	0.185937	0.315395	0.6317
Rab26os	24.6423	14.1587	10.344	14.801	20.9487
Mira	0.0637579	0	0	0.334119	2.43953
Nup107	30.5307	21.6053	11.9415	16.1568	24.5717
Syt7	8.14032	7.01668	3.39303	4.18479	8.09688
Prdm10	2.6225	1.79178	1.14869	1.42046	1.96687
Nolc1	58.0328	42.2166	23.4817	32.1795	48.2133
Icam2	0.0796027	1.47826	0.39799	0.464432	0.11618
Cenpl	12.748	7.04687	4.24373	5.22158	8.2968
Gar1	31.5481	25.5011	11.2928	16.354	26.9274
Arhgap19	21.3711	12.7257	8.13294	10.3662	17.1127
Ints7	25.4902	20.422	11.6571	15.8407	23.6879
Prc1	87.1548	56.5104	32.5015	45.9168	73.7178
Rad18	12.4683	7.84325	4.82225	5.84974	9.89004
Trmt61a	14.1516	12.0206	6.48844	9.685	14.7722
Hmgn2	219.528	142.7	74.142	101.684	150.427
Alms1	2.84789	2.18284	1.55928	1.68823	2.90082
Nup37	15.0213	9.39378	5.3442	6.80695	12.9198
Nusap1	55.997	34.5331	19.3695	25.2908	39.2251
Brip1	3.56233	2.02717	1.28058	1.69355	2.57199
Rad51c	5.78923	4.00966	2.39345	2.51375	4.81455
Nkain1	95.7135	83.116	35.512	66.5839	89.1788
Zcchc12	8.00876	9.09263	2.98097	5.93237	9.2488
Zwilch	24.7826	15.9425	9.27889	12.999	18.8893
Dut	40.0979	32.9204	15.256	23.4334	39.6401
Kif18a	20.7238	10.6603	6.18044	9.44981	14.9575
Mir17hg	1.00209	0.510859	0.400835	0.259548	0.471303
Smtn	16.9906	13.0054	7.03901	9.85349	13.7733
Rpa2	45.3591	33.2908	16.6032	25.6305	40.9197
Itga4	10.6555	8.41098	5.51134	4.38264	11.9816
Hoxd8	0.040111	0	0.0252885	0.402418	2.29348
Gmnn	47.8171	32.8015	17.3596	24.546	37.5967
Fndc1	10.3493	17.264	6.07394	7.0591	9.74512
Dll3	4.46639	3.41646	2.22274	1.8387	4.24852
Wdr89	4.17158	2.65161	1.8145	2.20882	3.2305
Parpbp	6.46878	3.26574	2.07593	2.8891	4.4455
Paxip1	12.7627	9.12892	6.08716	7.39181	11.8009
Gareml	48.1804	41.0615	18.4668	30.4258	47.6968
BC053749	3.87097	2.59418	1.61178	2.16973	3.40217
Cenpw	6.46821	5.45354	2.62137	3.66257	5.58751
Rev3l	21.8871	18.3046	12.7344	11.6496	18.2204
Donson	13.4659	10.5071	5.7771	8.48969	11.7519
Bora	13.7936	10.9276	6.3234	7.06744	11.5347
2900092D14Rik	9.48118	5.73651	3.92064	4.41254	5.18606
Rap1gap	60.4023	38.8487	22.0862	31.9025	22.0679
Iqgap3	9.90674	7.70762	4.3687	5.85746	8.99283
Smc1a	84.5606	64.6321	37.8143	47.325	75.5527
Sox11	12.7618	8.47716	5.73688	5.06656	9.32255
Ldlr	58.8629	41.296	23.1138	30.5336	45.0568
Fancd2	7.65064	5.63014	3.17894	4.40167	7.14118
Lancl3	4.81506	3.36926	1.90036	2.01276	3.42666
Ndc1	31.3684	19.6983	13.3953	16.6861	25.4663
Lmo1	19.7352	11.5134	5.79414	11.2379	35.3765
Nt5dc2	99.5896	75.0015	42.6441	47.2916	89.4514
Stk33	1.27981	0.944604	0.339777	0.741007	1.49011
Nphp4	3.85289	3.25617	1.65207	2.4527	3.72067
Eri1	22.4571	16.6539	9.64949	11.9495	18.2194
Anp32b	332.863	252.742	130.519	169.375	264.066
Ska1	7.85351	4.45785	2.60273	3.32986	5.47486
Rad51ap1	18.9093	11.1587	5.15987	9.62357	13.5814
Hat1	100.868	62.4988	36.9448	49.1855	77.5041
2810408I11Rik	11.0565	8.34876	5.602	7.39786	10.3046
Nop56	69.8636	57.0955	30.1984	40.1514	63.9728
Cdc42ep2	7.23871	5.96506	2.43265	3.59933	5.04438
Csrnp3	1.49364	1.17692	0.841807	0.709002	0.938585
Xpo1	62.9149	33.5283	24.716	28.7255	41.9823
Ncl	176.812	130.882	74.4882	95.1499	141.672
Cenpv	45.7385	33.4975	18.32	25.6501	38.6176
Tmem194b	3.36876	1.62834	1.04692	1.47633	2.27447
Plvap	28.9556	29.0023	12.7679	14.1596	17.9447
Gm10069	3.01891	2.31821	1.28782	1.80945	2.85361
Raet1c	1.2127	1.38541	0.556019	0.462527	0.948791
Kcnab3	1.50086	1.18516	0.749417	0.712534	1.03734
4632434I11Rik	14.6776	9.97701	5.63067	8.28089	12.1127
G2e3	8.7541	4.27761	3.06402	3.7481	5.37779
Actl6a	64.1406	47.9696	27.8913	36.3664	58.21
Acsf2	3.35241	4.0461	2.07007	1.42282	3.89045
Cpsf4	17.9208	16.3611	8.17252	11.2699	16.0321
Suv39h2	6.41042	3.92438	2.26745	2.81943	5.26282
Acat2	96.1304	59.9801	40.9139	45.9958	66.9498
AI506816	13.5604	11.9682	6.68915	8.90314	14.0665
Poc1b	17.8039	11.4334	6.75167	9.61615	14.3276
Cep152	2.61026	2.36652	1.15505	1.60728	2.83733
Chst7	59.8674	60.3189	30.7103	34.2808	58.0233
Prmt1	251.111	216.35	116.398	151.569	232.952
Cnot1	26.7613	20.1732	14.7607	14.8934	22.564
Mamld1	9.27269	8.45542	5.08351	6.1972	7.48061
Qtrt1	10.5586	8.3178	4.82479	6.2391	7.78066
Lin54	11.2275	6.92629	5.04946	5.77097	7.62475
Dek	103.98	65.9178	40.8414	51.2598	71.9295
Lphn2	13.7995	12.7404	6.11492	10.9819	20.1337
G530011O06Rik	1.12051	1.42168	0.64974	0.745777	0.562391
Polr1a	13.8817	11.9901	6.78136	8.84544	13.4728
En2	20.4168	23.7091	11.0193	14.1118	9.59882
Larp7	48.282	35.2802	18.6192	27.7618	40.951
Plcl2	9.4676	7.48826	4.47778	4.57248	6.75399
Maz	141.124	101.408	60.0164	74.4002	127.799
Rpp40	3.62222	1.82782	1.39547	1.40681	1.99196
Mthfd1l	24.2263	20.4077	9.99601	14.2096	24.1189
Senp1	10.9032	8.7366	5.50439	6.67157	9.59472
Npnt	76.7118	60.0108	31.3972	43.1182	49.464
Mphosph9	6.3409	4.55468	2.85248	3.86826	5.6299
Mapk11	5.46975	4.80687	2.37717	3.20109	6.11189
AY358078	0.900934	1.03023	0.504123	0.889825	1.03951
Noc4l	24.0085	21.1215	11.5728	14.8089	23.2882
Fgf14	3.47157	2.40008	1.47629	1.43609	2.20543
Ddx21	67.7463	55.2661	31.7664	42.0412	62.0508
Gm5141	1.40549	0.388661	0.474555	0.579157	0.512734
Tacc3	74.0244	55.137	27.909	40.0068	67.4937
Tuba1b	663.096	508.413	291.891	385.654	578.596
Cep192	8.36393	5.94274	4.03201	4.7172	7.46429
Suv39h1	26.2876	18.2805	11.061	14.7622	24.4291
Cdkn3	28.126	17.1853	11.6246	13.8598	22.359
Gsg1l	1.98518	2.94557	1.70848	1.14891	2.21379
Apex1	95.2893	75.9964	36.9537	52.5461	82.7492
Rnaseh2a	12.1771	9.70469	4.24833	7.47576	11.6715
Gemin5	13.1824	9.81023	6.22811	7.78717	11.2569
Cad	23.2816	23.3644	13.2206	15.9358	25.8229
Klrb1c	1.12528	0.785993	0.444273	0.652044	0.683134
Zscan22	6.24153	4.55814	2.91784	4.00381	5.68578
Rad54b	4.57972	3.62605	2.1126	2.63751	4.65332
Polr2a	44.2066	39.7524	27.1618	29.1582	45.5556
Pus7l	7.58978	6.35469	3.50233	4.79004	6.49881
Pstpip2	1.90059	2.04658	1.0216	1.01935	2.03514
Casp2	10.8365	7.55848	5.16158	6.25381	10.1798
Rbm10	11.2486	9.05995	5.51453	6.80585	9.98508
Adat1	2.36562	2.08893	1.18275	1.65403	2.3183
Fbn2	6.09664	7.56728	3.78508	3.82542	8.66796
Zmynd19	32.6559	26.6985	16.1856	18.6625	31.0159
Ppwd1	11.1284	6.00121	4.43573	5.0531	7.41297
Ctla2a	0.0328788	2.40738	0.893122	0.779039	0.582272
Urb2	7.35615	5.57782	3.50874	4.5546	7.12354
Wdr62	6.54467	4.56301	2.86862	4.11407	6.50749
Cbx5	79.2845	51.3113	37.5928	41.4282	63.2564
Neurl1b	6.75851	3.67079	2.52648	3.33937	6.77002
D430020J02Rik	4.90336	4.10194	1.75703	3.32757	4.76389
Ctdnep1	47.6949	45.5596	24.8516	23.3516	47.3851
Gbp7	1.5849	1.9011	0.787712	1.29701	1.04161
Pcna	140.882	104.473	63.5676	82.229	128.943
Pbk	83.1405	57.5023	35.5364	42.4585	66.3549
Hmgb1	106.33	77.9224	44.7847	51.2712	81.4818
Timm8a1	54.4961	35.0449	23.0643	30.9047	43.022
Camk2b	82.9126	79.2216	28.7028	49.6616	70.7421
Polr3g	5.4977	3.14954	2.31747	2.46661	3.81705
Bex2	200.162	201.411	79.4805	122.144	200.306
Tle4	22.6128	20.2568	10.1359	12.7436	12.3409
Chn2	20.0419	19.5237	9.34206	11.0766	11.7251
A730008H23Rik	18.3325	14.5603	8.69438	13.1417	20.2845
Cep57l1	7.63429	6.0924	2.97341	3.96337	6.5738
Rpph1	12.1899	15.0146	3.93712	12.0905	7.67604
Pxmp2	12.2708	9.62416	5.31819	9.20979	14.2642
Kpna2	67.0864	50.6313	26.8614	37.4184	53.2239
Nup160	12.1578	7.68607	6.3113	6.13053	10.668
Igfbp4	486.628	738.322	236.25	405.109	288.365
Cenpm	33.7402	27.897	15.0579	16.813	30.1693
Prps1	36.402	23.8136	15.5186	18.3283	28.6164
Gatc	28.576	21.4971	14.4661	14.5212	22.7204
Vav3	31.405	27.2632	11.2931	20.0731	28.9496
Ptges3	72.3634	35.8977	29.4536	28.9724	40.3368
Ddx20	13.1411	10.3072	6.12969	7.43873	11.7396
Pa2g4	121.266	97.433	57.0917	72.9785	107.857
Chek2	13.4781	7.31055	5.10918	7.02644	11.3111
Raver1	56.6297	43.0165	25.2232	31.8489	41.9182
Pdss1	12.6139	9.93875	5.98384	7.09907	10.3787
1700025G04Rik	15.4881	12.0363	7.89389	7.74639	9.0107
Nutf2-ps1	44.3034	28.7501	20.317	18.69	24.9195
4931428F04Rik	4.12979	2.77793	2.14806	2.28075	3.182
Fasn	62.7698	59.2836	38.3154	44.053	61.8739
Grwd1	31.9025	25.7302	13.701	19.4897	29.7287
Zeb1	75.327	59.3163	38.4625	38.599	62.1413
Rpl14-ps1	780.868	580.284	348.185	438.714	689.44
Nkd1	5.96248	5.73306	2.68089	2.48894	4.59564
Myc	50.6089	37.5477	23.7384	27.7704	40.7409
Papln	4.25816	2.67124	1.75624	2.33291	7.57384
Pfas	11.8542	9.64784	6.18662	7.03193	10.9434
0610030E20Rik	6.14857	3.53688	2.69249	3.29841	5.0548
Tube1	3.06659	2.4582	1.11903	1.61214	2.34458
Ccser2	51.7614	42.4155	26.1808	26.9679	37.3283
Prim2	35.6477	25.8012	15.459	21.814	27.0037
Srsf1	87.6723	52.9877	36.4703	40.9002	56.8831
Ilf3	69.0547	50.5399	31.0497	40.9621	54.9645
Hnrnpa2b1	464.224	323.16	205.164	260.899	401.06
Stmn1	247.427	163.338	92.3562	134.757	203.956
Cse1l	82.9081	55.3993	35.0238	44.9986	61.9452
Ranbp17	1.70539	1.38174	0.929247	1.1299	2.02482
Gm3414	1.54485	0.752938	0.823905	0.76488	1.16665
Cd93	5.89692	5.19465	1.91087	1.86961	8.50908
Rfc3	56.3742	40.5403	24.3049	34.3714	53.2097
Mbd4	2.02291	1.25867	0.885321	1.14743	1.64972
Vars	56.406	48.5971	27.4392	35.1726	54.6407
Cmss1	16.1212	18.0567	8.1636	11.6308	17.1798
Phf5a	39.273	36.6924	20.8329	24.9901	39.6239
Gm14308	2.458434	2.169816	1.571824	1.376924	2.149789
Rrm2	177.156	120.853	67.5477	99.3401	152.017
Gm10653	6.90373	5.18644	3.69303	3.61478	5.36005
Tomt	2.63077	2.52307	2.27979	1.48697	2.80605
Gnl3	58.5624	42.781	25.8998	31.2967	47.8271
Xrcc2	10.6079	7.23806	5.36111	7.05822	8.79059
Nup62	44.9498	34.6703	21.146	26.4356	39.1827
Dhh	6.47964	5.20783	2.3394	3.45852	8.17231
Cenpq	39.4044	25.4823	17.299	18.0059	27.7252
Rbmxl1	133.617	100.712	59.7588	74.345	117.353
Zbtbd6	2.21269	1.50374	0.983854	1.19434	2.00132
Bok	18.9956	22.342	9.59306	13.5742	22.945
Ssrp1	163.815	128.941	77.621	98.6474	149.291
Psat1	217.665	170.687	115.747	119.805	188.028
Rhno1	27.8365	22.8458	13.3314	16.7853	26.568
Stk32c	3.65602	5.5846	1.86402	2.58017	4.43639
Ppm1g	121.306	88.6291	57.3747	73.0088	114.93
Tipin	79.746	59.4154	33.3389	43.7101	64.3089
Srsf7	81.3962	58.1782	34.9745	43.3959	65.7797
Polr1b	10.9866	9.06906	5.84492	6.87372	10.7741
6720489N17Rik	3.63554	1.95533	1.32188	1.5773	1.32565
Mybbp1a	71.999	60.1964	35.165	46.2866	68.4036
Vash1	42.5353	34.6936	21.4735	29.3452	73.5389
Msh2	26.5746	19.0161	10.9909	14.6747	20.0367
Rpl30	76.7626	55.7588	32.0996	37.0907	71.2223
Gcat	18.2242	11.3681	6.73445	10.0367	13.9594
Sacs	0.843565	0.563633	0.710618	0.579953	1.26434
Snrnp35	18.3949	15.5672	8.91544	10.0798	15.9874
Ftsj3	53.7666	42.2643	25.1141	34.6323	48.3579
Hnrnpa3	77.9209	52.7846	33.7097	38.09	62.0139
Egfr	56.894	44.3433	27.7644	32.8742	41.9429
Cenpj	5.64174	4.38277	2.55097	3.23032	4.09058
Nedd1	15.5879	10.7322	6.4766	9.01103	12.6355
2810408A11Rik	2.26802	1.76312	0.937627	1.3735	1.6846
Ccdc101	15.7477	15.059	8.07048	10.4563	14.2016
Elavl2	3.12768	2.36116	1.47084	1.72038	2.30367
1190002F15Rik	22.4413	20.28	10.1618	15.0547	29.2655
Parp1	77.1058	59.6372	38.9501	46.5591	71.6391
Exosc2	29.6137	23.2433	13.7764	18.6782	27.2212
Gjc1	18.0868	14.1513	8.42844	11.5744	13.658
Gas5	12.8812	7.80135	6.21305	7.16641	10.6299
Cdkn2c	51.3056	41.5786	24.4451	30.2087	48.8063
Nup188	21.0275	17.5493	12.4397	13.1829	20.0104
Taf1d	21.6859	14.681	9.8896	10.5845	14.814
Uty	0.0146057	0	0	0	2.40148
Tmem97	75.0876	43.7301	34.0734	37.6267	55.9845
Pgm2l1	1.79415	1.29328	0.9833	0.95373	1.24889
Ipo5	92.3565	67.3428	46.0439	55.6179	87.1063
Rfc1	36.3565	24.1601	16.4969	21.7604	30.4278
Hmgn5	46.1701	33.4562	18.2336	24.2208	38.2278
Spag4	2.11576	2.31384	0.775268	1.70814	1.90834
Zfp41	13.839	9.36691	6.6545	7.95274	12.8341
Mns1	15.2303	11.2559	6.10068	11.7382	18.8635
Gins2	53.9298	46.6507	22.8081	35.1916	51.6753
Taf5l	16.6446	13.8	8.35558	10.108	15.215
Casp8ap2	7.72748	5.54204	3.79615	4.23102	6.52974
Rangap1	102.916	74.4893	44.189	62.36	92.3263
Eif4ebp2	57.4193	41.0405	30.8739	36.5093	56.4299
U2af2	123.668	103.766	62.105	75.5887	106.178
Rbl1	14.2005	10.6956	6.56115	8.02341	12.2206
Hnrnpab	415.788	330.73	177.972	229.533	348.907
Sin3a	23.6534	17.3382	11.6495	13.9262	19.3782
Med9os	1.67506	2.90435	2.09015	1.5862	2.61325
Snrpa1	65.0759	48.2969	27.1076	35.4349	54.6832
Xrcc6bp1	10.508	8.59635	6.03871	4.90365	9.17731
Tcof1	18.6906	16.184	9.35742	11.5321	16.7766
Piga	5.27155	3.32162	2.43501	2.41138	3.93002
Mettl3	20.6437	16.7651	10.5163	13.3322	18.9424
Pan2	13.8713	10.6457	7.2551	7.9204	14.3651
Qser1	9.0981	6.92974	5.34454	5.53977	8.7716
Lin9	11.2403	7.03261	4.50738	5.79667	7.58791
Lmo3	3.31929	1.9918	1.09875	1.43977	4.53098
Draxin	6.04775	2.42036	0.81058	0.522756	2.89086
Ube2t	26.5423	16.7647	9.93415	12.5608	20.0382
Hip1	140.547	122.548	87.2407	88.7429	137.523
Hes5	2.12474	1.19287	0.628138	0.814936	2.31829
Sema3a	10.603	8.06573	5.03282	5.51843	10.9879
Ranbp1	291.334	237.78	127.657	166.607	247.866
Wdr43	40.4905	30.8477	18.8395	22.7847	33.9277
Cntrob	10.4304	7.59434	4.78886	6.24874	8.7501
Rqcd1	40.8052	29.7372	19.4899	23.9885	34.3379
Acy1	22.5587	17.4945	11.3761	13.2707	19.4759
Eif5a	689.429	522.446	310.463	385.964	537.886
Zfp758	2.2601	0.973681	1.02026	0.804877	0.855513
Ccdc77	10.7658	7.27084	4.48106	5.87818	8.46478
Nrf1	19.3123	13.8167	8.61812	12.0958	15.6777
Nup153	23.1038	17.0117	12.8485	13.4349	19.8355
Ccdc82	4.87493	3.67606	2.26063	2.84441	3.79773
Stard4	36.2711	19.1983	15.7113	15.8868	24.3858
Dhcr7	88.4445	52.6667	39.6287	47.5783	72.9909
Slbp	36.2012	27.3868	16.7884	20.7219	27.5096
Abcb6	16.0455	13.6038	8.22366	10.3693	15.7288
Kifc5b	13.2888	11.4683	6.36394	8.66772	12.3301
Ipo11	30.9555	21.8867	13.607	17.6612	24.5748
Hnrnpf	318.417	232.567	146.235	187.018	274.572
Dhcr24	82.5631	67.7187	43.6188	54.5462	78.7094
Fbl	15.3087	12.2285	7.61534	8.4147	12.5659
L3mbtl2	21.8079	16.8194	10.3717	14.1806	19.5637
Idi1	147.128	86.1937	56.0801	67.6087	97.8587
Ccna1	1.14357	0.523827	0.519819	0.494161	0.959194
Dus4l	7.52584	5.14084	3.02423	3.79675	5.98467
Smpd3	2.22645	2.34673	1.44285	1.52074	2.30295
Prmt5	65.283	48.9004	31.9506	39.6845	50.5191
Celf2	26.4015	21.5419	12.8678	14.7352	17.9786
Zc3hav1l	1.83472	1.2195	0.820995	0.955815	1.35979
Impdh2	20.9825	17.8786	10.1728	12.9482	19.7199
Emg1	105.637	82.1868	46.6401	63.629	109.721
H1fx	44.6466	45.0929	20.7657	29.913	41.9903
Alpl	14.5518	10.0369	7.20756	10.0498	18.0091
Kifc1	36.6449	31.7017	16.8473	25.4343	35.8621
Dynlrb2	2.6325	3.92386	0.971366	2.67738	1.9385
Tardbp	45.8533	31.8866	21.454	25.4811	37.4827
Arv1	4.65945	4.2903	2.60235	2.90528	5.24433
Bzw2	96.7434	69.4419	47.1339	51.5821	77.076
Alkbh1	9.10455	6.74631	4.61558	5.30465	8.95512
Zfp273	1.82244	1.41618	1.03846	1.03434	1.14348
Hlx	5.52017	4.70234	1.78138	3.14747	6.27136
Rbm14	31.3045	24.2963	16.4863	19.3007	27.6795
Slc10a7	8.76888	6.51497	5.21733	5.08486	7.32464
Alms1-ps2	0.934506	1.09251	0.643336	0.991959	1.5337
Pkd1	24.1874	33.2407	17.9352	22.4617	36.865
Mettl1	27.4149	19.4053	12.4349	17.4309	24.0287
Cep135	5.16564	4.12097	2.27928	3.20207	4.83109
Gemin4	13.1595	9.55882	6.14236	7.86256	12.8831
Rab26	62.5458	74.5665	20.799	48.4248	69.239
Fam212b	79.2157	73.3164	44.3417	58.1138	85.5226
Cnot3	24.1952	19.5241	12.384	15.1502	20.9549
Hnrnpm	185.568	154.192	92.3981	115.368	155.603
Gm4349	1.96266	1.28585	1.32074	1.11094	1.86043
Ppil1	55.1207	47.3392	27.147	36.7803	53.515
Zfp69	1.75025	1.44524	0.844045	1.0445	1.38493
Pwp2	9.51903	7.76795	4.57122	5.90315	9.35013
Hist1h2ao	0.845335	1.320452	0.871132	1.818876	1.801997
Xrcc3	4.65501	4.0361	2.66704	3.3638	5.40692
H2afy	88.3895	69.5965	41.5484	50.3902	80.3141
Prpf3	17.8559	13.961	9.23204	10.967	15.1489
Pttg1	136.181	105.889	60.0494	78.9982	117.499
Unc79	2.54236	2.95956	2.05261	1.81722	3.27749
Npm3	14.5238	13.417	7.55951	7.94222	11.9566
0610010B08Rik	1.250174	0.7442132	0.846362	0.6108	0.875138
D130017N08Rik	1.75177	2.07723	1.48896	1.79348	2.15735
Wdr12	6.37678	4.96417	3.1903	3.91177	5.71161
Dsn1	16.9812	11.7819	8.20936	10.0525	14.1128
Mastl	9.07807	5.78348	4.08503	5.60485	7.38958
Fam83d	26.2396	20.3576	11.6015	15.7095	24.5645
Hectd2	14.4367	11.7432	5.32376	8.00248	8.07728
Heatr1	9.47898	7.6285	5.36912	6.0239	9.58504
Nin	9.44621	8.36233	5.45461	5.9453	9.55435
Nexn	3.33928	2.30342	1.34767	1.60162	2.56363
Rbm3	47.6039	26.8141	21.3689	21.4823	26.2784
Snhg5	28.5412	23.3323	13.9086	16.1274	25.483
Rfc2	59.4406	46.7873	31.8227	35.675	62.2067
Dpf1	13.1353	13.1551	6.65632	8.04737	12.5908
Zgrf1	2.18314	1.46457	1.04468	1.30663	1.98092
Ccbe1	5.49237	5.61921	3.97783	2.51512	3.85893
Ncor2	39.1588	47.6628	26.5999	31.9515	33.1167
Ptma	541.646	413.177	235.469	282.477	393.387
Pprc1	15.3903	10.9449	7.72904	9.3039	12.5794
Kat2a	38.4815	32.7154	19.9231	24.8171	36.4892
Akr1b3	9.8889	9.24048	5.09699	6.24842	9.99752
Isg20l2	22.4813	16.9614	11.6031	13.0404	18.8564
Trub1	6.49647	4.97539	3.39701	3.52077	6.00658
Npm3-ps1	40.6996	30.7996	16.7043	24.0859	34.6581
Trim28	145.279	120.993	77.304	92.715	127.563
AA388235	1.34917	1.49052	1.15166	1.12898	1.51739
Gamt	29.2539	20.0965	13.011	15.7653	21.2798
Zfp568	2.75957	2.22459	1.43703	1.84289	2.49174
Ddx18	16.0663	11.775	7.3181	10.4164	14.2835
Usp49	4.61144	3.31402	2.88798	2.82594	4.59022
Bop1	47.9545	40.2155	25.7075	33.5698	47.9171
Zfp932	9.12216	4.42961	3.77985	4.21223	5.50752
D8Ertd82e	22.968	18.8412	11.9579	12.2754	15.6383
Ipo7	87.0028	54.0536	42.322	45.7445	66.1495
Adcyap1r1	57.4627	49.3527	29.6736	31.9473	48.321
Clp1	7.03057	5.23826	3.12609	4.5527	5.65566
Fancl	12.8773	9.78915	6.26146	7.83839	8.91761
6-Sep	11.9568	10.2361	6.17177	6.67236	11.8655
Tfdp1	51.0714	36.4626	25.4467	30.935	44.6837
Polh	21.8384	13.0389	9.55004	12.263	16.1173
Ctu1	6.47454	6.13022	3.72853	4.52846	5.28191
Rad52	4.99105	4.6194	3.23543	3.04408	4.90766
Bend3	5.01261	4.41549	2.73279	3.46618	5.10884
Nup133	16.8812	12.118	8.52146	10.1621	16.0151
Cdk4	469.934	362.317	230.447	278.474	426.408
Ints4	35.3286	27.1495	20.2162	20.9032	24.8651
Prob1	3.72941	4.8168	2.53572	3.16062	3.56285
Usp37	7.14682	5.4676	3.87506	4.2557	6.64263
Alyref	93.3854	80.4587	43.0466	57.7058	76.6565
Serpinb5	1.12389	1.21097	0.661731	0.704081	1.17474
Sars2	13.6974	10.6736	6.95104	8.48094	11.2105
Zfp942	5.40056	2.45553	2.40365	2.31857	2.43571
Cenpp	19.567	11.8816	7.13395	9.21845	13.3595
Reep6	4.5034	3.7616	3.16169	3.14069	4.59491
Supt16	57.8931	43.5835	28.5463	35.2256	53.5535
Terf1	10.4711	5.27481	4.02609	4.42993	6.65771
Nop16	30.761	24.4561	14.3872	18.759	24.8808
Wdr36	32.9955	24.9555	16.2255	20.0209	28.4055
Mylk	6.19581	5.64911	4.07278	4.32089	6.59986
Zbtb10	4.48958	3.67009	2.05337	2.4116	2.73223
Wdr46	28.3385	25.5721	14.6746	20.2962	27.0763
BC052040	6.43248	4.91552	3.5032	3.35514	5.91341
Rnf26	49.9765	38.7282	24.4924	31.8262	45.5032
Fv1	6.85899	4.81815	3.32918	4.84841	6.2047
Enkd1	15.0422	14.1565	7.05745	10.038	14.3654
9330188P03Rik	26.0898	22.5697	10.2512	17.2093	19.849
Cdhr1	1.0121	0.927729	0.498512	0.781802	0.802057
Ppp1r14b	246.95	270.03	122.846	163.865	226.465
Ttf2	11.597	8.57128	6.45593	7.4272	11.0471
Baz1b	39.8957	36.6346	24.0197	28.024	39.3735
Kpnb1	145.345	112.488	79.5838	91.8731	132.054
Foxred2	6.10452	4.37905	2.83656	3.46739	5.76263
Haus8	20.269	18.3413	11.9991	13.2219	20.3515
Erdr1	76.2045	97.2534	63.6961	44.1357	76.8695
Atic	51.9121	38.0906	24.5158	32.1878	44.3056
Msantd2	6.84162	5.10561	3.53024	4.43798	5.75332
Pms1	5.35245	3.7822	2.57238	2.63285	4.6176
Ran	167.894	123.438	80.2912	97.2534	149.126
Pkn3	1.99789	1.6353	0.777287	1.32069	2.31295
Zfp109	1.31801	0.932159	0.806106	0.727599	1.29139
Cit	4.58989	3.3785	2.6114	3.28166	5.02627
Kat6a	27.3773	23.2532	17.4179	18.3677	24.8018
Lrrc10b	0.867683	1.0036	0.516689	0.50721	0.973012
Gm13498	0.926571	1.25718	0.596847	0.825059	0.819159
Rnaseh2b	35.0479	23.6009	18.5041	17.4478	27.2839
Srsf3	96.7715	66.4515	46.4179	47.6908	68.6806
Gpd1	49.2629	41.6517	27.4936	35.7828	47.6884
Dnaaf2	12.3487	10.372	5.87272	7.72608	11.3119
